date,location,temperature,humidity,pressure,cloud_cover,wind_speed,dew_point,cloudburst_tomorrow,cloudburst_tomorrow_binary
2008-01-03,Sydney,18.55,50.5,1020.75,0.5,25.0,7.990003512859262,Yes,1
2008-01-04,Canberra,14.95,53.0,1022.55,0.5,9.0,4.321216797295677,No,0
2008-01-04,Sydney,20.0,54.5,1022.25,1.0,17.5,10.535858357510246,No,0
2008-01-05,Canberra,11.45,60.5,1019.55,7.0,16.0,3.9915127902282412,No,0
2008-01-05,Sydney,15.75,65.0,1018.2,7.0,9.0,9.01951295357829,No,0
2008-01-06,Canberra,9.25,83.0,1030.6,7.0,7.0,6.164358017818541,No,0
2008-01-06,Sydney,16.5,82.5,1028.15,7.0,18.0,13.408200553491842,Yes,1
2008-01-07,Adelaide,14.2,79.5,1017.55,5.0,14.0,10.524868704277274,No,0
2008-01-07,Brisbane,19.75,59.0,1017.2,0.5,10.5,10.299148811504061,No,0
2008-01-07,Canberra,9.0,64.5,1012.2,2.0,33.0,2.52565048732687,No,0
2008-01-07,Darwin,28.849999999999998,56.5,1014.05,1.5,15.0,17.685085324417447,No,0
2008-01-07,Hobart,9.3,57.0,990.3,5.5,20.5,0.6969740555285784,Yes,1
2008-01-07,Melbourne,12.8,49.0,1008.55,4.0,36.0,1.9863642856807167,No,0
2008-01-07,Perth,13.3,75.0,1026.05,2.5,3.5,8.208213258102887,No,0
2008-01-07,Sydney,16.15,39.5,1009.75,0.5,20.5,2.1933461095161615,No,0
2008-01-08,Brisbane,22.15,41.0,1012.8,1.0,4.5,7.350805744402951,No,0
2008-01-08,Canberra,9.1,73.0,1003.2,7.5,23.5,4.413582490120648,Yes,1
2008-01-08,Darwin,26.45,58.5,1013.65,5.0,20.5,17.43980188222744,No,0
2008-01-08,Hobart,9.05,76.5,992.75,5.0,11.0,5.0308457329475935,No,0
2008-01-08,Melbourne,11.350000000000001,68.5,1000.6,5.0,35.5,5.759821483588437,No,0
2008-01-08,Perth,13.4,84.0,1019.95,7.0,11.0,10.750972096199424,Yes,1
2008-01-08,Sydney,17.0,43.0,1004.05,6.5,21.5,4.294281448676952,No,0
2008-01-09,Adelaide,13.45,65.0,1021.55,5.0,21.5,6.756618167824772,No,0
2008-01-09,Brisbane,21.5,63.0,1021.8,6.0,5.5,13.903920932490216,No,0
2008-01-09,Canberra,11.55,47.0,1022.45,1.0,24.0,0.05586219136388315,No,0
2008-01-09,Darwin,29.45,61.0,1012.4,7.0,16.5,20.857406976380474,No,0
2008-01-09,Hobart,11.8,48.0,1005.5,4.5,31.5,1.144892467273318,Yes,1
2008-01-09,Melbourne,12.8,53.0,1019.4,4.5,23.0,2.998886105454395,No,0
2008-01-09,Perth,15.7,79.0,1023.95,6.5,8.0,11.622857052216471,No,0
2008-01-09,Sydney,17.0,47.5,1021.8499999999999,0.0,13.0,5.604467144272311,No,0
2008-01-10,Adelaide,22.4,31.0,1007.0,5.0,23.0,2.2937476067483638,No,0
2008-01-10,Brisbane,23.35,55.0,1023.1,7.0,13.0,13.7502325454601,No,0
2008-01-10,Canberra,15.4,36.0,1018.0999999999999,3.0,18.0,-2.0747994132058265,No,0
2008-01-10,Darwin,30.55,54.5,1011.8499999999999,5.0,13.0,19.811170152049087,No,0
2008-01-10,Hobart,16.6,40.5,1009.45,5.5,29.5,2.93291941079544,Yes,1
2008-01-10,Melbourne,18.2,28.0,1013.7,7.0,40.5,-0.8595810343947538,No,0
2008-01-10,Perth,18.700000000000003,63.5,1012.15,7.0,14.0,11.619384306308458,Yes,1
2008-01-10,Sydney,19.75,69.5,1018.3,3.5,15.5,14.005422335775005,No,0
2008-01-11,Adelaide,19.75,45.0,1020.2,5.0,15.0,6.96434268756955,Yes,1
2008-01-11,Brisbane,27.25,49.0,1017.5999999999999,4.0,13.5,15.586496145831614,No,0
2008-01-11,Canberra,18.0,58.5,1021.35,6.5,12.0,9.48717216374969,No,0
2008-01-11,Darwin,31.700000000000003,51.5,1011.25,3.5,18.5,20.108717986677465,Yes,1
2008-01-11,Hobart,14.55,55.0,1023.55,1.0,16.5,5.5823684972470256,No,0
2008-01-11,Melbourne,15.3,60.0,1024.0,6.5,18.5,7.563710827051508,No,0
2008-01-11,Perth,19.8,43.0,1020.2,1.0,12.0,6.009832025334922,No,0
2008-01-11,Sydney,19.65,68.5,1022.4,7.0,21.5,13.652532092688668,No,0
2008-01-12,Adelaide,18.65,45.0,1012.45,5.0,18.5,6.467100041763099,No,0
2008-01-12,Albany,16.549999999999997,72.5,1016.55,6.0,10.5,11.448928009064673,No,0
2008-01-12,Albury,19.35,46.5,1007.4000000000001,8.0,22.0,5.368068530838359,No,0
2008-01-12,AliceSprings,33.8,16.5,1008.15,1.5,15.5,4.8719160278730085,Yes,1
2008-01-12,Ballarat,13.05,54.0,1007.85,6.0,28.0,3.207946971834038,No,0
2008-01-12,Bendigo,16.7,35.0,1008.3,3.5,20.0,0.29660232597096114,No,0
2008-01-12,Brisbane,27.0,46.5,1012.0,1.0,8.5,14.428229427893553,No,0
2008-01-12,Cairns,30.95,64.0,1009.7,6.0,10.0,23.318310655049444,Yes,1
2008-01-12,Canberra,21.9,29.5,1005.3499999999999,3.5,34.5,3.2676333653290217,No,0
2008-01-12,Darwin,32.25,64.0,1008.2,7.0,15.0,24.46998553012972,Yes,1
2008-01-12,GoldCoast,27.35,56.5,1012.1,5.0,19.5,17.893001036840552,No,0
2008-01-12,Hobart,14.3,47.0,998.4,2.0,20.5,2.9716219426622246,Yes,1
2008-01-12,Launceston,13.5,57.0,1000.6500000000001,7.0,23.5,5.120049916681896,Yes,1
2008-01-12,Melbourne,17.35,42.0,1008.4,5.5,27.5,3.8893319131447974,No,0
2008-01-12,MountGambier,15.600000000000001,56.0,1009.15,3.0,25.0,6.156381445580816,No,0
2008-01-12,MountGinini,8.399999999999999,77.5,1016.4000000000001,5.0,15.0,2.8800431955432373,No,0
2008-01-12,Newcastle,26.200000000000003,37.0,1016.4000000000001,3.5,12.5,9.308293542285623,No,0
2008-01-12,Penrith,27.85,29.0,1016.4000000000001,5.0,17.5,7.80243181669363,No,0
2008-01-12,Perth,22.35,47.0,1014.5,1.5,14.0,10.325359143451266,No,0
2008-01-12,Sydney,27.85,25.0,1006.85,5.0,13.0,5.7811969954413485,No,0
2008-01-12,Townsville,30.1,73.0,1010.4,4.5,18.5,24.711153234713514,No,0
2008-01-12,Tuggeranong,21.35,35.0,1004.6,5.0,27.5,5.243530743179546,No,0
2008-02-01,Canberra,28.3,28.5,1010.6500000000001,0.5,5.5,6.069760532650454,No,0
2008-02-02,Canberra,23.05,57.5,1016.35,4.5,9.0,13.702669920854472,No,0
2008-02-02,Sydney,23.6,78.0,1017.15,7.0,11.0,19.493352135148598,Yes,1
2008-02-03,Canberra,17.15,51.0,1024.75,1.0,9.0,6.267102237782658,No,0
2008-02-03,Sydney,18.75,73.5,1025.7,4.5,15.0,13.301009003414503,No,0
2008-02-04,Canberra,16.0,58.0,1014.25,4.5,19.5,4.986148707067086,Yes,1
2008-02-04,Sydney,22.9,54.5,1015.7,4.0,14.0,11.981946214364342,No,0
2008-02-05,Canberra,12.3,59.5,1018.65,1.5,17.0,3.6092982251103565,No,0
2008-02-05,Sydney,18.1,54.5,1017.0,2.0,18.0,8.452031872733961,No,0
2008-02-06,Canberra,12.7,76.0,1028.6999999999998,7.0,6.0,8.446436191438998,No,0
2008-02-06,Sydney,16.200000000000003,93.5,1026.05,7.5,8.0,15.135234565260632,Yes,1
2008-02-07,Adelaide,14.6,63.5,1022.5,5.0,14.0,7.515448294329309,No,0
2008-02-07,Brisbane,19.299999999999997,35.5,1016.9,0.0,17.0,3.4475359779560177,No,0
2008-02-07,Canberra,11.45,57.5,1013.75,3.0,30.5,3.3080286459623554,No,0
2008-02-07,Darwin,28.1,49.0,1014.5999999999999,1.0,21.5,12.309764293758333,No,0
2008-02-07,Hobart,7.25,69.0,997.1,7.0,25.0,1.819586664204055,Yes,1
2008-02-07,Melbourne,12.75,59.0,1014.8,5.5,32.5,4.83701723756651,Yes,1
2008-02-07,Perth,15.399999999999999,59.5,1021.55,3.0,7.5,6.5650153547869765,No,0
2008-02-07,Sydney,16.7,45.0,1011.85,1.0,28.5,4.3342140495470565,No,0
2008-02-08,Brisbane,18.2,37.0,1015.8,0.5,18.0,2.5897545138636424,No,0
2008-02-08,Canberra,8.7,61.5,1014.4,1.0,29.5,1.646452489753097,No,0
2008-02-08,Darwin,27.85,50.5,1013.35,5.0,19.5,13.940250858632185,No,0
2008-02-08,Hobart,9.600000000000001,62.0,1005.35,5.5,22.0,2.58273079405023,No,0
2008-02-08,Melbourne,12.2,66.5,1016.0,5.5,22.5,5.902686112480046,No,0
2008-02-08,Perth,15.149999999999999,54.0,1017.65,2.0,21.0,5.881858328041173,No,0
2008-02-08,Sydney,14.25,40.0,1013.25,1.0,26.0,0.535254351144516,No,0
2008-02-09,Adelaide,14.950000000000001,53.5,1028.2,5.0,11.0,5.066217994441336,No,0
2008-02-09,Brisbane,21.4,60.5,1023.55,4.0,14.0,13.409922569895919,No,0
2008-02-09,Canberra,11.95,56.5,1025.9,2.5,7.5,3.1857728225281625,No,0
2008-02-09,Darwin,28.5,65.0,1012.5999999999999,4.5,11.0,21.1346326010422,No,0
2008-02-09,Hobart,9.2,51.0,1017.6,3.0,29.5,-1.339226741650011,No,0
2008-02-09,Melbourne,12.8,66.0,1026.5,7.0,14.0,6.40043976642161,No,0
2008-02-09,Perth,17.6,62.0,1023.45,2.0,6.0,9.456286665159972,No,0
2008-02-09,Sydney,16.5,47.5,1025.25,0.5,18.0,5.044388378003457,No,0
2008-02-10,Adelaide,20.35,52.5,1014.05,5.0,10.0,9.6704209724045,No,0
2008-02-10,Brisbane,22.2,54.0,1024.2,6.5,11.0,12.431485878539405,No,0
2008-02-10,Canberra,22.85,32.5,1015.9000000000001,0.0,21.5,4.507776204013256,No,0
2008-02-10,Darwin,30.45,60.0,1012.5,2.5,17.5,21.6657359002169,No,0
2008-02-10,Hobart,19.1,41.0,1003.8,3.0,16.5,5.3218025135421625,No,0
2008-02-10,Melbourne,19.85,51.5,1012.9,3.0,16.5,9.378401901547884,No,0
2008-02-10,Perth,15.45,65.5,1016.4,4.5,17.5,8.197259460416447,No,0
2008-02-10,Sydney,27.2,41.5,1015.2,2.0,11.5,12.931605977888843,No,0
2008-02-11,Adelaide,21.25,68.5,1013.45,5.0,17.5,14.886088865400382,No,0
2008-02-11,Brisbane,23.7,66.0,1021.75,8.0,11.0,16.946009923748257,No,0
2008-02-11,Canberra,18.9,54.0,1020.65,7.5,15.5,8.501191782726718,Yes,1
2008-02-11,Darwin,31.45,56.0,1011.1,2.5,17.5,21.204557106836738,No,0
2008-02-11,Hobart,16.05,60.5,1018.6,3.0,14.5,8.37512639641407,No,0
2008-02-11,Melbourne,22.55,47.0,1015.55,7.0,30.5,8.901306815994504,Yes,1
2008-02-11,Perth,22.3,44.5,1012.85,1.0,18.0,9.615372140116794,No,0
2008-02-11,Sydney,19.15,66.0,1022.95,7.0,14.0,12.576901542134355,Yes,1
2008-02-12,Adelaide,20.0,47.5,1011.95,5.0,15.0,7.768235421361942,No,0
2008-02-12,Albany,18.450000000000003,67.5,1011.05,4.0,11.5,12.304131302310626,No,0
2008-02-12,Albury,20.75,34.5,1009.2,6.5,13.0,3.919559944075202,No,0
2008-02-12,AliceSprings,35.35,15.5,1006.95,3.5,16.5,5.01290506589711,No,0
2008-02-12,Ballarat,15.05,56.5,1008.3,7.0,22.0,6.234988073041365,No,0
2008-02-12,Bendigo,18.2,39.0,1009.0999999999999,3.0,23.0,3.502463300898482,No,0
2008-02-12,Brisbane,28.25,54.5,1011.55,1.0,9.5,18.17946782414478,No,0
2008-02-12,Cairns,30.05,68.5,1009.95,7.0,12.0,23.524124653580184,No,0
2008-02-12,Canberra,20.35,30.0,1008.1,2.5,16.5,1.1666036523697336,No,0
2008-02-12,Darwin,30.7,74.0,1007.5,7.0,14.0,25.505932136457133,Yes,1
2008-02-12,GoldCoast,27.0,62.5,1011.6500000000001,5.0,25.0,19.100506203746118,No,0
2008-02-12,Hobart,15.55,45.0,998.2,5.0,30.0,3.118805160531702,No,0
2008-02-12,Launceston,15.95,53.0,1000.95,7.0,26.0,6.242858419212098,No,0
2008-02-12,Melbourne,19.5,36.5,1008.55,6.5,23.5,3.8972035400834875,No,0
2008-02-12,MountGambier,15.3,61.5,1009.3499999999999,8.0,24.0,7.647022518067136,No,0
2008-02-12,MountGinini,10.649999999999999,58.5,1016.4000000000001,5.0,25.0,2.6928644733034117,No,0
2008-02-12,Newcastle,25.4,59.0,1016.4000000000001,0.0,19.0,16.793860599796208,No,0
2008-02-12,Penrith,25.25,51.0,1016.4000000000001,5.0,14.0,13.777595643048214,No,0
2008-02-12,Perth,26.299999999999997,39.0,1007.0999999999999,4.0,8.0,9.748623468223645,No,0
2008-02-12,Sydney,22.1,65.0,1009.1500000000001,1.0,16.0,15.204848081470443,No,0
2008-02-12,Townsville,30.049999999999997,71.0,1010.65,2.0,23.5,24.197469861835316,Yes,1
2008-02-12,Tuggeranong,19.65,31.5,1007.55,5.0,21.5,1.931113409911404,No,0
2008-03-01,Canberra,20.75,62.0,1016.55,7.5,22.0,13.09206012157623,No,0
2008-03-02,Canberra,25.4,52.5,1014.75,6.5,13.0,14.30616002445831,Yes,1
2008-03-02,Sydney,23.25,87.0,1016.1500000000001,7.5,9.5,20.959609185701666,Yes,1
2008-03-03,Canberra,19.65,53.0,1022.9000000000001,1.0,7.5,7.834194794287264,No,0
2008-03-03,Sydney,20.35,67.5,1024.15,1.0,17.0,13.922515027693102,No,0
2008-03-04,Canberra,11.399999999999999,54.0,1011.5,2.0,29.5,1.9248075911725493,No,0
2008-03-04,Sydney,18.9,31.5,1010.3499999999999,3.5,23.0,0.8157982123572673,No,0
2008-03-05,Canberra,11.8,58.0,1019.0999999999999,1.0,9.5,3.1710605561009175,No,0
2008-03-05,Sydney,16.35,57.0,1018.0999999999999,1.0,15.0,7.736666825535307,No,0
2008-03-06,Canberra,12.85,92.5,1027.85,8.0,10.0,11.62415974986192,Yes,1
2008-03-06,Sydney,16.15,94.0,1025.25,8.0,19.5,15.167163776472076,Yes,1
2008-03-07,Adelaide,11.600000000000001,68.5,1027.15,5.0,6.5,5.736613798392483,No,0
2008-03-07,Brisbane,18.35,53.5,1020.25,2.5,11.0,8.72001599040436,No,0
2008-03-07,Canberra,7.05,67.5,1023.0999999999999,1.0,13.5,1.056326163894887,No,0
2008-03-07,Darwin,27.75,31.0,1015.1,0.5,20.5,8.636515522390354,No,0
2008-03-07,Hobart,9.7,54.0,1011.9000000000001,2.5,38.0,0.8402987865081428,No,0
2008-03-07,Melbourne,12.25,65.0,1024.55,7.0,20.5,5.766908243645561,No,0
2008-03-07,Perth,14.899999999999999,77.5,1016.2,2.0,2.0,10.924474322539357,Yes,1
2008-03-07,Sydney,14.049999999999999,52.5,1021.75,1.0,12.0,4.147728352208492,Yes,1
2008-03-08,Adelaide,14.8,45.5,1014.8499999999999,5.0,17.0,2.8519104976566636,Yes,1
2008-03-08,Brisbane,17.1,46.0,1019.6,0.5,11.0,5.371836146967806,No,0
2008-03-08,Canberra,9.7,59.0,1019.6500000000001,1.0,14.0,1.8173339033874414,No,0
2008-03-08,Darwin,28.3,37.5,1013.25,2.0,25.0,7.447630206788447,No,0
2008-03-08,Hobart,10.2,61.5,1013.75,1.0,15.0,2.9376118122637696,No,0
2008-03-08,Melbourne,11.85,61.5,1017.45,3.0,26.0,4.566808535598266,No,0
2008-03-08,Perth,13.799999999999999,60.0,1027.0,3.0,10.5,5.938785327519593,No,0
2008-03-08,Sydney,15.149999999999999,43.0,1019.05,0.5,13.5,2.2958839160340228,No,0
2008-03-09,Adelaide,14.850000000000001,44.5,1031.6999999999998,5.0,15.0,2.6703323770530343,No,0
2008-03-09,Brisbane,20.45,54.0,1024.95,7.0,19.5,10.777363502271605,Yes,1
2008-03-09,Canberra,10.2,60.0,1033.4,6.0,18.5,2.625173830102084,No,0
2008-03-09,Darwin,29.799999999999997,58.0,1011.75,3.5,20.5,20.322727875220753,No,0
2008-03-09,Hobart,9.45,53.5,1036.45,2.5,14.0,0.37045258177189866,No,0
2008-03-09,Melbourne,13.149999999999999,45.0,1034.55,1.5,23.0,1.471068506798352,No,0
2008-03-09,Perth,20.65,40.0,1021.6500000000001,3.0,13.0,5.59744705710358,No,0
2008-03-09,Sydney,15.9,65.5,1032.5,7.0,26.0,9.436277708893968,No,0
2008-03-10,Brisbane,24.2,53.0,1021.9000000000001,1.5,15.0,14.00341938836393,No,0
2008-03-10,Canberra,25.45,33.0,1014.05,1.0,36.0,7.1231843525906555,Yes,1
2008-03-10,Darwin,31.25,56.0,1012.3499999999999,3.5,17.5,21.01681857679416,No,0
2008-03-10,Hobart,13.1,64.5,1003.3,6.5,20.0,6.024505858565642,Yes,1
2008-03-10,Melbourne,19.2,60.5,1012.4,4.0,29.5,10.461662901614396,Yes,1
2008-03-10,Perth,16.45,49.5,1023.4499999999999,3.5,13.0,5.844283382363507,No,0
2008-03-10,Sydney,31.75,30.5,1012.55,4.0,13.0,11.347726491473363,Yes,1
2008-03-11,Adelaide,17.35,44.5,1021.0,5.0,17.5,5.001587100012758,No,0
2008-03-11,Brisbane,23.85,67.0,1015.9,7.5,8.0,17.34231890540957,Yes,1
2008-03-11,Canberra,20.6,50.5,1009.3499999999999,6.0,23.0,9.026236962047408,No,0
2008-03-11,Darwin,30.75,62.5,1011.45,4.5,13.5,22.672406505522833,No,0
2008-03-11,Hobart,13.2,66.0,1010.25,5.0,25.5,6.789942484337658,Yes,1
2008-03-11,Melbourne,16.049999999999997,72.5,1014.95,7.5,31.0,11.10416141667287,Yes,1
2008-03-11,Perth,17.200000000000003,52.5,1013.75,7.0,11.5,6.913537519470149,Yes,1
2008-03-11,Sydney,25.85,48.5,1007.85,3.0,23.0,13.516743303554268,No,0
2008-03-12,Adelaide,19.9,48.0,1013.7,5.0,13.0,8.274974302201558,No,0
2008-03-12,Albany,20.5,54.5,999.25,7.0,21.5,10.218755530882248,Yes,1
2008-03-12,Albury,22.1,34.0,1008.1500000000001,2.0,22.5,5.393583196287676,No,0
2008-03-12,AliceSprings,37.7,14.0,1004.8499999999999,1.5,15.5,5.252604167771168,No,0
2008-03-12,Ballarat,13.85,62.0,1010.5,6.0,21.0,5.890808424634992,No,0
2008-03-12,Bendigo,19.450000000000003,36.0,1010.05,4.0,20.5,3.018584211720644,No,0
2008-03-12,Brisbane,27.55,62.5,1011.8,4.0,13.0,19.721837871999057,Yes,1
2008-03-12,Cairns,30.35,55.5,1011.05,6.0,18.5,19.958375716050686,No,0
2008-03-12,Canberra,22.55,25.5,1006.55,4.0,18.5,1.64185554145131,No,0
2008-03-12,Darwin,32.5,66.0,1006.45,6.0,14.0,25.177356158499077,No,0
2008-03-12,GoldCoast,26.200000000000003,67.5,1011.5999999999999,5.0,27.5,19.611936176381207,No,0
2008-03-12,Hobart,12.350000000000001,54.0,1002.5999999999999,6.5,21.0,2.8145410808796547,Yes,1
2008-03-12,Launceston,15.1,49.5,1003.3,7.0,20.5,4.153361662623876,No,0
2008-03-12,Melbourne,17.8,55.0,1011.05,4.5,24.0,8.500368937405419,No,0
2008-03-12,MountGambier,15.899999999999999,60.0,1012.9,5.5,22.0,7.7736152467428,No,0
2008-03-12,MountGinini,12.0,54.0,1016.4000000000001,5.0,31.5,2.9264615018061715,No,0
2008-03-12,Newcastle,27.1,50.0,1016.4000000000001,4.0,2.0,13.70494743443078,No,0
2008-03-12,Penrith,26.2,39.5,1016.4000000000001,5.0,19.5,8.110114520487695,No,0
2008-03-12,Perth,20.8,61.5,1003.85,6.0,17.5,12.980945692114261,No,0
2008-03-12,Sydney,27.4,43.0,1006.6500000000001,6.0,16.0,10.885325476629347,No,0
2008-03-12,Townsville,30.299999999999997,51.5,1011.95,1.5,14.5,19.00587871814954,No,0
2008-03-12,Tuggeranong,22.0,30.5,1005.8,5.0,17.5,3.675402882860123,No,0
2008-03-12,Wollongong,23.9,63.0,1006.8,7.0,19.0,16.41784515549811,No,0
2008-04-01,Canberra,22.1,50.5,1014.6,6.5,25.0,11.230837491702378,No,0
2008-04-02,Canberra,20.3,84.0,1012.95,8.0,10.0,17.41919358619982,Yes,1
2008-04-02,Sydney,21.15,86.5,1013.0,8.0,21.0,18.791598880978892,Yes,1
2008-04-03,Canberra,21.3,50.0,1019.6500000000001,4.0,6.5,8.744287385023174,No,0
2008-04-03,Sydney,21.25,67.0,1019.55,1.0,14.0,14.67077189206926,No,0
2008-04-04,Canberra,11.4,55.0,1020.1500000000001,0.5,6.5,1.316715431001231,No,0
2008-04-04,Sydney,17.45,42.0,1020.0,0.5,19.5,4.259201965028026,No,0
2008-04-05,Canberra,10.8,59.0,1020.6,3.5,8.5,2.4184438508074257,No,0
2008-04-05,Sydney,15.899999999999999,55.5,1019.7,1.0,16.5,6.785651460341814,No,0
2008-04-06,Canberra,12.4,71.5,1026.95,7.5,14.5,7.3277965886854535,No,0
2008-04-06,Sydney,17.35,87.5,1021.8,8.0,22.5,15.251098116536685,Yes,1
2008-04-07,Adelaide,12.75,58.5,1027.15,5.0,9.5,4.460788497351128,No,0
2008-04-07,Brisbane,16.85,64.5,1022.6,7.0,8.0,9.842264293641579,No,0
2008-04-07,Canberra,8.05,66.0,1030.25,3.5,8.5,1.7494515612771429,No,0
2008-04-07,Darwin,25.55,35.5,1015.45,4.0,17.5,6.5747812735562565,No,0
2008-04-07,Hobart,6.4,65.0,1028.5,1.0,13.0,0.06523814771598752,No,0
2008-04-07,Melbourne,11.649999999999999,68.0,1029.6,6.5,8.0,5.379330363352468,No,0
2008-04-07,Perth,15.45,83.0,1018.8499999999999,6.0,8.5,12.443687092378235,Yes,1
2008-04-07,Sydney,11.0,86.0,1028.6,7.0,14.5,8.749670654509796,Yes,1
2008-04-08,Adelaide,10.899999999999999,92.0,1015.3,5.0,7.5,9.650984024356067,Yes,1
2008-04-08,Brisbane,17.45,64.0,1019.45,1.0,9.0,10.296218230628707,No,0
2008-04-08,Canberra,5.85,70.5,1019.5999999999999,4.0,11.5,0.7091668812472811,No,0
2008-04-08,Darwin,26.3,61.0,1014.0,5.5,19.5,17.575718330671357,No,0
2008-04-08,Hobart,10.8,57.5,1017.55,1.0,13.0,2.0757952339644667,No,0
2008-04-08,Melbourne,12.25,56.5,1017.9000000000001,7.0,21.5,3.8028131817216098,No,0
2008-04-08,Perth,14.45,58.5,1031.85,1.0,6.0,5.4771024899854766,No,0
2008-04-08,Sydney,12.8,53.5,1018.75,6.0,13.0,3.3914581682320977,No,0
2008-04-09,Adelaide,15.2,36.0,1027.9499999999998,5.0,13.0,0.2246880988656066,No,0
2008-04-09,Brisbane,15.95,91.0,1022.0999999999999,8.0,12.0,14.47955844152207,Yes,1
2008-04-09,Canberra,9.25,63.0,1033.8000000000002,7.0,14.0,2.5620109062549004,No,0
2008-04-09,Darwin,28.450000000000003,60.0,1011.15,1.0,22.0,19.912438114895746,No,0
2008-04-09,Hobart,10.95,49.0,1035.2,0.5,13.0,-0.28625831741699553,No,0
2008-04-09,Melbourne,12.65,60.5,1031.8000000000002,5.0,8.5,4.4814892349182385,No,0
2008-04-09,Perth,16.9,54.5,1020.7,1.5,17.0,7.513554621313743,Yes,1
2008-04-09,Sydney,15.600000000000001,59.5,1032.6,7.5,23.0,7.7017376768860375,Yes,1
2008-04-10,Brisbane,24.25,52.0,1018.8,0.5,14.0,13.757133457752028,No,0
2008-04-10,Canberra,16.9,79.5,1014.35,6.0,19.5,13.04791198709664,Yes,1
2008-04-10,Darwin,30.549999999999997,64.0,1011.7,5.0,16.5,22.589034930445237,No,0
2008-04-10,Hobart,13.0,48.5,1011.45,3.5,28.5,2.3905131747216606,No,0
2008-04-10,Melbourne,14.5,53.5,1017.25,4.5,17.0,4.3060304607065305,No,0
2008-04-10,Perth,15.55,70.5,1021.65,5.0,21.5,10.135420471292935,No,0
2008-04-10,Sydney,18.95,88.5,1014.05,7.5,11.0,17.0043276346875,Yes,1
2008-04-11,Adelaide,20.05,40.0,1016.2,5.0,11.0,5.004624502374975,No,0
2008-04-11,Brisbane,27.200000000000003,62.5,1010.2,4.0,16.5,19.396486296725946,No,0
2008-04-11,Canberra,15.149999999999999,34.0,1014.95,1.0,18.5,-1.3831759160726451,No,0
2008-04-11,Darwin,31.45,57.5,1009.85,2.5,19.5,21.978147970916353,No,0
2008-04-11,Hobart,12.85,40.5,1017.95,2.0,19.5,-0.40276213510367714,No,0
2008-04-11,Melbourne,13.65,47.5,1020.05,3.5,23.5,2.6842193145334523,No,0
2008-04-11,Perth,18.200000000000003,64.0,1014.8,5.0,21.0,11.186068456662229,Yes,1
2008-04-11,Sydney,17.65,60.5,1015.45,6.5,26.5,9.90636762544694,No,0
2008-04-12,Adelaide,22.299999999999997,43.5,1009.4,5.0,20.5,8.730523022135644,No,0
2008-04-12,Albany,18.9,75.0,1007.6,6.0,27.0,14.315049762944447,No,0
